City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,eureka,40.8021,-124.1637,289.05,50,100,4.02,US,1675541888
279,ilulissat,69.2167,-51.1,254.16,78,40,3.09,GL,1675541987
280,buin,-33.7333,-70.75,307.83,28,0,5.42,CL,1675541871
281,harper,4.375,-7.7169,300.09,82,8,4.23,LR,1675541867
282,nanchang,28.6833,115.8833,280.98,92,97,1.28,CN,1675541752
283,bend,44.0582,-121.3153,280.41,65,20,1.79,US,1675541732
284,college,64.8569,-147.8028,261.12,78,75,1.54,US,1675541988
285,goderich,43.7501,-81.7165,269.21,63,73,9.77,CA,1675541988
286,linxia,35.6003,103.2064,273.7,42,100,1.1,CN,1675541989
287,laguna,38.421,-121.4238,291.49,68,100,6.69,US,1675541560
288,nosy varika,-20.5833,48.5333,296.86,89,99,0.17,MG,1675541858
289,pangnirtung,66.1451,-65.7125,236.15,67,0,0.0,CA,1675541989
290,tayu,-6.5397,111.0518,297.68,91,100,2.83,ID,1675541990
291,high level,58.5169,-117.136,259.21,92,100,1.03,CA,1675541990
292,upernavik,72.7868,-56.1549,252.0,95,100,3.15,GL,1675541751
293,praia,14.9215,-23.5087,295.45,60,66,8.75,CV,1675541725
294,williamsburg,37.2707,-76.7075,275.47,36,0,4.63,US,1675541939
295,bam,29.106,58.357,286.23,42,0,0.08,IR,1675541820
296,sao joao da barra,-21.6403,-41.0511,304.2,83,7,6.26,BR,1675541695
297,raton,36.9034,-104.4391,286.11,18,0,4.12,US,1675541991
298,damara,4.9608,18.7035,300.18,18,20,0.63,CF,1675541991
299,sola,-13.8833,167.55,300.58,83,100,11.54,VU,1675541991
300,margate,51.3813,1.3862,281.65,75,100,0.45,GB,1675541969
301,cetraro,39.5166,15.9416,278.52,76,9,4.53,IT,1675541992
302,kachug,53.9606,105.8817,251.96,100,96,1.19,RU,1675541992
303,hanna,51.6334,-111.9018,275.29,70,100,4.02,CA,1675541991
304,tautira,-17.7333,-149.15,299.37,78,56,6.16,PF,1675541806
305,buraydah,26.326,43.975,287.4,33,0,7.14,SA,1675541993
306,chingirlau,51.095,54.0814,260.93,87,100,4.69,KZ,1675541993
307,tonantins,-2.8731,-67.8022,299.72,93,100,0.53,BR,1675541917
308,tambovka,50.0969,128.0489,246.85,100,85,1.98,RU,1675541994
309,chakulia,22.4833,86.7167,290.68,27,99,0.98,IN,1675541994
310,pimentel,-6.8367,-79.9342,300.31,61,0,8.75,PE,1675541995
311,pringsewu,-5.3582,104.9744,296.26,91,100,0.67,ID,1675541860
312,biak,-0.9131,122.8766,297.22,84,100,1.36,ID,1675541859
313,ventspils,57.3894,21.5606,271.11,86,75,3.09,LV,1675541995
314,san jose,37.3394,-121.895,291.91,70,75,8.23,US,1675541870
315,quelimane,-17.8786,36.8883,300.12,89,20,2.06,MZ,1675541996
316,kaitangata,-46.2817,169.8464,294.63,68,100,2.5,NZ,1675541747
317,fortuna,40.5982,-124.1573,288.9,59,100,6.26,US,1675541857
318,kavieng,-2.5744,150.7967,300.54,73,97,2.0,PG,1675541754
319,evensk,61.95,159.2333,253.9,82,100,3.73,RU,1675541996
320,tchibanga,-2.85,11.0333,296.16,97,99,1.17,GA,1675541996
321,progreso,21.2833,-89.6667,295.21,72,66,7.7,MX,1675541997
322,dhidhdhoo,6.8833,73.1,299.95,78,98,2.23,MV,1675541792
323,barashevo,54.5325,42.8792,265.38,98,99,1.36,RU,1675541997
324,ahipara,-35.1667,173.1667,292.9,89,100,3.35,NZ,1675541928
325,ponta delgada,37.7333,-25.6667,287.55,88,20,3.6,PT,1675541853
326,tucuman,-26.8241,-65.2226,302.15,51,20,2.06,AR,1675541998
327,taltal,-25.4,-70.4833,295.62,74,14,1.6,CL,1675541998
328,sheridan,44.8333,-106.9173,280.36,45,0,1.54,US,1675541998
329,port-gentil,-0.7193,8.7815,300.13,94,20,1.54,GA,1675541811
330,qandala,11.472,49.8728,295.73,72,21,2.02,SO,1675541999
331,surat,21.1667,72.8333,295.06,28,23,3.21,IN,1675541999
332,khatanga,71.9667,102.5,234.42,100,54,2.19,RU,1675541762
333,moron,-34.6534,-58.6198,302.58,32,0,3.56,AR,1675541854
334,farmersville,36.2977,-119.2068,294.31,48,0,2.57,US,1675542000
335,can tho,10.0333,105.7833,296.14,94,0,2.06,VN,1675542000
336,iracoubo,5.4802,-53.2011,298.15,88,100,6.78,GF,1675542000
337,namuac,18.6109,121.1657,294.53,89,15,5.5,PH,1675542001
338,maragogi,-9.0122,-35.2225,300.37,74,36,4.0,BR,1675542001
339,dunedin,-45.8742,170.5036,294.71,78,100,3.13,NZ,1675542001
340,zmeinogorsk,51.1567,82.195,266.8,97,100,0.41,RU,1675542002
341,cazones,20.7167,-97.3167,298.04,31,40,4.12,MX,1675542003
342,edson,53.5835,-116.4356,279.23,49,0,1.54,CA,1675542004
343,hami,42.8,93.45,272.3,36,100,1.97,CN,1675541917
344,husavik,66.0449,-17.3389,270.69,70,3,5.68,IS,1675541778
345,hvide sande,56.0045,8.1294,273.76,85,84,8.04,DK,1675542008
346,chapais,49.7834,-74.8492,251.03,91,100,4.15,CA,1675541910
347,touros,-5.1989,-35.4608,300.82,74,93,6.66,BR,1675541816
348,constitucion,-35.3333,-72.4167,293.3,74,43,3.34,CL,1675541858
349,los llanos de aridane,28.6585,-17.9182,288.01,68,75,3.6,ES,1675542011
350,dashitou,43.3067,128.5114,258.58,85,78,1.81,CN,1675542011
351,baghdad,33.3406,44.4009,283.1,62,0,4.63,IQ,1675541717
352,rawson,-43.3002,-65.1023,305.96,26,21,5.49,AR,1675541817
353,avera,33.194,-82.5271,283.92,33,9,3.19,US,1675542016
354,ingham,42.6,-84.3833,273.16,57,0,3.6,US,1675541917
355,severo-yeniseyskiy,60.3725,93.0408,261.17,97,100,1.65,RU,1675542019
356,butembo,0.15,29.2833,289.4,52,80,1.55,CD,1675542021
357,kendari,-3.945,122.4989,297.22,91,100,0.93,ID,1675542024
358,khilok,51.3674,110.4676,251.53,99,99,1.5,RU,1675542024
359,hasaki,35.7333,140.8333,275.49,56,2,7.69,JP,1675541891
360,manjeshwar,12.7194,74.8861,298.68,78,0,1.49,IN,1675542026
361,dawlatabad,36.4141,64.9053,280.34,86,100,3.09,AF,1675542027
362,nome,64.5011,-165.4064,261.19,85,100,3.6,US,1675541586
363,kungurtug,50.5994,97.5228,254.72,97,99,0.73,RU,1675542029
364,shizuishan,39.2333,106.7694,270.83,31,39,4.38,CN,1675542030
365,sept-iles,50.2001,-66.3821,254.29,72,75,12.35,CA,1675541825
366,san patricio,28.017,-97.5169,294.12,52,61,4.33,US,1675541879
367,umm lajj,25.0213,37.2685,292.83,52,9,4.18,SA,1675541814
368,namatanai,-3.6667,152.4333,299.13,82,100,1.25,PG,1675541803
369,asuncion,-25.3007,-57.6359,305.87,35,20,4.12,PY,1675542031
370,mafeteng,-29.823,27.2374,292.54,42,5,2.76,LS,1675542031
371,nishihara,26.1842,127.7558,289.75,85,100,4.12,JP,1675541896
372,shitanjing,39.2342,106.3439,270.38,32,45,3.24,CN,1675541870
373,locri,38.2414,16.2623,282.77,82,27,2.72,IT,1675542031
374,paamiut,61.994,-49.6678,264.4,75,100,5.09,GL,1675541990
375,boa vista,2.8197,-60.6733,303.14,58,40,2.06,BR,1675542032
376,hambantota,6.1241,81.1185,297.46,86,11,5.4,LK,1675542032
377,upington,-28.4478,21.2561,299.36,50,100,1.03,ZA,1675542033
378,rio verde de mato grosso,-18.9181,-54.8442,298.75,87,100,2.29,BR,1675542033
379,lebu,-37.6167,-73.65,292.13,79,51,4.85,CL,1675541833
380,letpadan,17.7833,95.75,294.27,53,72,2.89,MM,1675541850
381,thinadhoo,0.5333,72.9333,300.06,70,17,5.59,MV,1675541556
382,zheleznodorozhnyy,55.7503,38.0042,273.35,99,98,1.23,RU,1675542034
383,saint-leu,-21.15,55.2833,298.63,80,100,2.31,RE,1675542034
384,los alamos,35.8881,-106.307,283.52,29,17,1.79,US,1675541748
385,labuhan,-6.8844,112.2051,298.24,88,100,3.3,ID,1675541846
386,tulle,45.3333,1.8333,280.12,89,32,2.88,FR,1675542034
387,malangwa,26.8568,85.5581,285.98,65,0,1.63,NP,1675542035
388,maryville,35.7565,-83.9705,283.52,43,75,3.09,US,1675541806
389,colesberg,-30.72,25.0972,296.05,41,100,6.82,ZA,1675542035
390,eydhafushi,5.1033,73.0708,300.17,77,80,2.42,MV,1675541862
391,songkhla,6.8333,100.6667,297.18,87,79,2.87,TH,1675542036
392,conceicao do araguaia,-8.2578,-49.2647,301.84,75,99,1.57,BR,1675541555
393,lagos,6.5833,3.75,302.33,82,100,3.66,NG,1675541717
394,almaznyy,48.0448,40.045,267.13,94,15,1.23,RU,1675542036
395,fuente de oro,3.4594,-73.6128,308.48,24,13,3.25,CO,1675542037
396,talaya,61.3833,152.75,241.78,99,100,0.44,RU,1675542037
397,devarkonda,16.7,78.9333,294.87,43,0,2.14,IN,1675542037
398,yinchuan,38.4681,106.2731,271.43,30,0,0.78,CN,1675542038
399,urucara,-2.5364,-57.76,301.66,78,100,1.15,BR,1675541993
400,birao,10.2849,22.7882,297.16,12,58,2.87,CF,1675542038
401,iranshahr,27.2025,60.6848,289.34,63,0,2.06,IR,1675542038
402,pokosnoye,55.5258,101.0536,249.86,100,100,0.52,RU,1675542039
403,muros,42.7762,-9.0603,284.31,76,1,4.22,ES,1675541818
404,imbituba,-28.24,-48.6703,298.08,80,34,4.95,BR,1675541894
405,tahlequah,35.9154,-94.97,285.95,43,0,6.69,US,1675542039
406,sechura,-5.5569,-80.8222,301.16,56,95,8.0,PE,1675541896
407,perpignan,42.75,2.75,283.95,43,0,12.86,FR,1675542040
408,sainte-rose,16.3324,-61.6979,300.17,74,100,7.2,GP,1675542041
409,zholymbet,51.7433,71.7122,253.37,99,100,3.63,KZ,1675542041
410,bratsk,56.1325,101.6142,253.42,100,99,1.24,RU,1675542042
411,okara,30.8081,73.4458,286.66,53,0,1.71,PK,1675542042
412,vanimo,-2.6741,141.3028,297.77,90,100,1.03,PG,1675542042
413,lucea,18.451,-78.1736,300.07,71,24,4.54,JM,1675542043
414,la asuncion,11.0333,-63.8628,299.64,72,1,9.08,VE,1675542043
415,ojo caliente,22.5708,-102.2519,295.3,23,26,1.42,MX,1675542043
416,zhanakorgan,43.9098,67.2495,275.68,97,100,3.35,KZ,1675542044
417,grindavik,63.8424,-22.4338,276.41,65,75,10.29,IS,1675541553
418,markova,48.6758,24.4138,266.78,94,100,4.02,UA,1675542044
419,nanga eboko,4.6833,12.3667,297.41,26,8,0.59,CM,1675542044
420,samarai,-10.6167,150.6667,300.44,78,97,2.56,PG,1675542045
421,vianopolis,-16.7419,-48.5164,296.16,80,96,2.8,BR,1675542045
422,lasem,-6.6922,111.4527,297.57,92,100,1.99,ID,1675542045
423,songea,-10.6833,35.65,291.24,94,100,0.59,TZ,1675541926
424,varkaus,62.3153,27.873,258.32,99,81,0.94,FI,1675541779
425,provideniya,64.3833,-173.3,253.26,89,100,4.75,RU,1675541850
426,hamilton,39.1834,-84.5333,281.85,38,0,8.23,US,1675541568
427,mayo,38.8876,-76.5119,273.8,45,0,5.66,US,1675541849
428,kaoma,-14.7833,24.8,291.63,97,100,2.21,ZM,1675542046
429,grand-santi,4.25,-54.3833,298.39,96,91,2.13,GF,1675542046
430,voh,-20.9667,164.7,300.13,84,9,1.88,NC,1675542047
431,tual,-5.6667,132.75,300.77,80,100,6.63,ID,1675542047
432,beloha,-25.1667,45.05,296.29,82,100,7.01,MG,1675542047
433,verkhnevilyuysk,63.4453,120.3167,238.31,100,100,1.65,RU,1675542048
434,lukulu,-14.3707,23.242,292.42,95,100,3.07,ZM,1675542048
435,bellefontaine,40.3612,-83.7597,278.33,44,9,4.02,US,1675541846
436,porangatu,-13.4408,-49.1486,300.88,78,70,1.27,BR,1675541752
437,severo-kurilsk,50.6789,156.125,269.75,73,100,2.88,RU,1675541815
438,huangcun,30.0145,118.4037,278.95,95,100,0.6,CN,1675542049
439,alto araguaia,-17.3147,-53.2153,298.16,82,100,1.9,BR,1675542049
440,ionia,42.9873,-85.0711,273.76,56,0,4.63,US,1675541960
441,siguiri,11.6667,-9.5,302.18,15,82,0.47,GN,1675542049
442,enterprise,36.0252,-115.2419,289.76,28,75,2.57,US,1675542050
443,kangly,44.2544,43.0308,271.18,86,100,3.0,RU,1675541868
444,valera,9.3178,-70.6036,302.55,49,40,2.19,VE,1675542050
445,el rodeo,14.9167,-91.9667,302.71,40,6,3.73,GT,1675542051
446,lere,10.387,8.5726,299.22,15,94,3.59,NG,1675542051
447,broome,42.2506,-75.833,265.94,58,100,4.02,US,1675542051
448,asosa,10.0667,34.5333,293.7,28,11,1.93,ET,1675542052
449,gaillac,43.9016,1.8969,280.32,94,0,2.66,FR,1675542052
450,cuamba,-14.8031,36.5372,294.85,93,85,0.78,MZ,1675542052
451,malko tarnovo,41.9833,27.5333,274.36,91,100,3.36,BG,1675542053
452,alzamay,55.5562,98.6644,255.04,100,100,0.62,RU,1675542053
453,pecos,31.4229,-103.4932,292.76,31,0,1.54,US,1675541949
454,bukachacha,52.9833,116.9167,247.78,99,22,1.52,RU,1675541819
455,merauke,-8.4667,140.3333,297.9,92,100,2.59,ID,1675542053
456,zeya,53.75,127.2667,242.95,100,59,1.24,RU,1675542054
457,koindu,8.4386,-10.3253,299.27,34,32,0.05,GN,1675542054
458,gazli,40.1333,63.45,276.67,73,1,2.1,UZ,1675541856
459,ornes,66.8689,13.7078,273.92,51,100,4.63,NO,1675542054
460,lata,40.1629,-8.3327,280.97,74,0,1.71,PT,1675541876
461,talara,-4.5772,-81.2719,304.57,48,20,5.14,PE,1675542055
462,saint-francois,46.4154,3.9054,280.19,94,0,1.54,FR,1675542055
463,zyryanka,65.75,150.85,246.64,97,100,3.7,RU,1675542056
464,san ignacio,17.1561,-89.0714,299.23,78,75,2.06,BZ,1675541822
465,hailar,49.2,119.7,241.78,100,87,1.03,CN,1675542056
466,arman,59.7,150.1667,246.92,86,74,3.65,RU,1675541857
467,nipawin,53.3668,-104.0009,263.17,92,100,1.54,CA,1675542056
468,pasni,25.2631,63.471,294.57,83,0,5.71,PK,1675542057
469,belyy yar,53.6039,91.3903,248.09,92,20,1.0,RU,1675542057
470,westport,41.1415,-73.3579,267.14,30,40,3.09,US,1675541865
471,ellisras,-23.6649,27.7443,295.01,78,23,2.61,ZA,1675542057
472,bella union,-30.2752,-57.6007,304.98,20,0,5.39,UY,1675542058
473,mufumbwe,-13.6833,24.8,291.96,98,100,2.67,ZM,1675542058
474,tazovskiy,67.4667,78.7,258.96,96,100,1.86,RU,1675542058
475,dwarka,22.2394,68.9678,293.88,62,74,4.16,IN,1675542059
476,linjiang,41.8069,126.9078,253.94,98,57,0.44,CN,1675542059
477,nanchong,30.7951,106.0847,283.12,77,98,1.58,CN,1675542059
478,simao,22.7886,100.9748,284.99,95,34,0.88,CN,1675542060
479,taywarah,33.35,64.4167,266.0,72,39,2.17,AF,1675542060
480,lages,-27.8161,-50.3261,295.01,76,45,2.04,BR,1675542060
481,gboko,7.3179,8.9951,305.39,16,100,1.18,NG,1675542061
482,hidalgo,20.5,-99.0,291.34,31,0,2.88,MX,1675542061
483,west bay,19.3667,-81.4167,302.07,74,20,5.66,KY,1675542061
484,codrington,-38.2667,141.9667,287.36,82,100,2.63,AU,1675541925
485,cayenne,4.9333,-52.3333,298.17,94,75,3.09,GF,1675542064
486,qaqortoq,60.7167,-46.0333,270.01,81,100,12.82,GL,1675542066
487,hovd,48.0056,91.6419,258.18,80,50,0.7,MN,1675541851
488,amapa,1.0,-52.0,296.04,98,100,2.55,BR,1675541920
489,san quintin,30.4833,-115.95,291.64,50,0,4.22,MX,1675542068
490,banyo,6.75,11.8167,296.22,22,100,1.88,CM,1675542069
491,rebrikha,53.0733,82.3408,253.12,100,83,1.5,RU,1675542070
492,shenzhen,22.5455,114.0683,291.12,89,100,2.27,CN,1675542071
493,bac lieu,9.285,105.7244,297.71,81,93,6.45,VN,1675542072
494,poddorye,57.4695,31.1156,267.63,95,97,3.56,RU,1675542016
495,presidencia roque saenz pena,-26.7852,-60.4388,308.18,20,53,4.58,AR,1675542058
496,shar,49.5886,81.0453,264.85,96,100,2.77,KZ,1675542077
497,leh,34.1667,77.5833,258.44,80,81,1.26,IN,1675541969
498,majene,-3.5403,118.9707,298.59,78,100,2.07,ID,1675542083
499,nuqui,5.7125,-77.2708,300.09,79,99,1.94,CO,1675542084
500,pacifica,37.6138,-122.4869,289.74,93,100,5.14,US,1675542086
501,panambi,-28.2925,-53.5017,299.93,45,77,4.18,BR,1675541800
502,mudgee,-32.5943,149.5871,280.72,65,0,1.65,AU,1675542089
503,jieshou,33.2634,115.3611,275.39,71,6,3.07,CN,1675542090
504,kapustin yar,48.5831,45.7372,269.08,93,97,2.59,RU,1675541881
505,juneau,58.3019,-134.4197,274.32,94,100,1.54,US,1675542090
506,dolores,-36.3132,-57.6792,302.81,18,0,6.63,AR,1675542091
507,phek,25.6667,94.5,276.5,78,31,0.77,IN,1675542091
508,auki,-8.7676,160.7034,299.63,86,100,2.27,SB,1675542092
509,kushima,31.4583,131.2333,280.29,84,100,2.07,JP,1675542092
510,trinidad,-14.8333,-64.9,302.14,70,40,2.06,BO,1675541924
511,villazon,-22.0866,-65.5942,280.74,78,100,5.85,BO,1675542093
512,osinovo,55.8809,48.881,261.2,100,100,1.18,RU,1675542093
513,veraval,20.9,70.3667,294.91,42,21,2.38,IN,1675542093
514,kauswagan,8.1917,124.0847,298.11,83,100,0.87,PH,1675542094
515,pindobacu,-10.7417,-40.3608,307.5,26,48,3.65,BR,1675542094
516,la reforma,25.0833,-108.05,297.85,40,14,4.64,MX,1675542094
517,ostrovnoy,68.0531,39.5131,262.35,85,99,4.73,RU,1675541813
518,katherine,-14.4667,132.2667,296.33,94,15,0.0,AU,1675542095
519,sur,22.5667,59.5289,294.53,69,0,1.86,OM,1675541997
520,belmonte,-15.8631,-38.8828,301.28,73,3,5.07,BR,1675542045
521,ozinki,51.1786,49.6769,262.29,98,100,1.73,RU,1675542095
522,ribeira grande,38.5167,-28.7,290.25,88,20,5.36,PT,1675541808
523,kurilsk,45.2333,147.8833,266.88,67,100,6.15,RU,1675541561
524,gondanglegi,-7.7479,112.0132,297.01,85,100,0.92,ID,1675542096
525,kandrian,-6.2167,149.55,298.64,87,95,3.01,PG,1675542096
526,lekoni,-1.5843,14.2591,302.23,45,96,1.56,GA,1675542097
527,coos bay,43.3665,-124.2179,289.26,81,0,2.57,US,1675542097
528,tiarei,-17.5333,-149.3333,303.16,77,29,7.12,PF,1675542097
529,saint-joseph,-21.3667,55.6167,298.36,85,98,4.87,RE,1675542098
530,dingle,10.9995,122.6711,296.78,94,99,4.1,PH,1675541807
531,katobu,-4.9408,122.5276,296.59,94,100,1.5,ID,1675542098
532,harrison,30.4091,-89.0436,289.16,54,0,4.63,US,1675542098
533,matara,5.9485,80.5353,296.84,92,47,2.37,LK,1675542099
534,rio gallegos,-51.6226,-69.2181,291.18,63,75,4.12,AR,1675542099
535,tupik,54.4253,119.9327,240.27,100,86,0.9,RU,1675542099
536,fengcheng,40.4536,124.0717,267.35,73,2,1.19,CN,1675542100
537,lavrentiya,65.5833,-171.0,247.8,95,96,3.12,RU,1675541808
538,aykhal,66.0,111.5,235.63,100,100,1.13,RU,1675542100
539,ajdabiya,30.7554,20.2263,286.01,61,19,2.24,LY,1675542100
540,burnie,-41.0667,145.9167,285.51,77,6,4.55,AU,1675542101
541,along,28.1667,94.7667,284.36,57,1,0.84,IN,1675542101
542,andenes,69.3143,16.1194,275.14,69,100,8.23,NO,1675542101
543,juarez,31.7333,-106.4833,290.53,27,0,2.24,MX,1675541870
544,harrisonburg,38.4496,-78.8689,275.01,34,67,6.23,US,1675542102
545,soc trang,9.6033,105.98,297.42,79,67,5.37,VN,1675542102
546,paracuru,-3.41,-39.0306,300.99,74,84,5.19,BR,1675542102
547,linqing,36.8456,115.7117,275.03,58,0,4.77,CN,1675542103
548,nago,26.5881,127.9761,289.62,77,97,4.64,JP,1675542103
549,cecina,43.3128,10.524,285.81,78,0,2.95,IT,1675542103
550,nchelenge,-9.3451,28.734,294.76,84,99,2.92,ZM,1675542104
551,moreira sales,-24.0622,-53.0069,300.36,66,27,3.26,BR,1675542104
552,sambava,-14.2667,50.1667,298.08,90,56,4.39,MG,1675542102
553,chicama,-7.8447,-79.1469,296.45,54,49,5.13,PE,1675542104
554,panaba,21.2833,-88.2667,298.6,64,97,7.66,MX,1675542105
555,warrenton,-28.114,24.8475,298.15,31,18,4.9,ZA,1675542105
556,xingyi,24.1877,102.817,281.78,92,74,2.02,CN,1675542106
557,prainha,-1.8,-53.48,303.47,58,92,2.63,BR,1675542106
558,melnikovo,56.5558,84.085,252.8,100,100,0.71,RU,1675542106
